Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/


National or state crime in 1961

,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

State,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Alabama,   3302000,       5564,         427,         252,,         630,       4255,      32541,      11205,      18801,       2535,         168.5,          12.9,           7.6,,          19.1,         128.9,         985.5,         339.3,         569.4,          76.8
Alaska,     234000,         208,          27,          31,,          29,         121,       3605,         891,       2223,         491,          88.9,          11.5,          13.2,,          12.4,          51.7,       1540.6,         380.8,         950.0,         209.8
Arizona,   1391000,       2288,          84,         200,,         786,       1218,      41304,      10262,      26099,       4943,         164.5,           6.0,          14.4,,          56.5,          87.6,       2969.4,         737.7,       1876.3,         355.4
Arkansas,   1797000,       1809,         163,         130,,         446,       1070,      16836,       5536,      10211,       1089,         100.7,           9.1,           7.2,,          24.8,          59.5,         936.9,         308.1,         568.2,          60.6
California,  16397000,      38154,         605,       3033,,      14832,      19684,     521008,     146615,     319834,      54559,         232.7,           3.7,          18.5,,          90.5,         120.0,       3177.5,         894.2,       1950.6,         332.7
Colorado,   1781000,       2659,          83,         230,,       1633,         713,      40156,      11681,      23551,       4924,         149.3,           4.7,          12.9,,          91.7,          40.0,       2254.7,         655.9,       1322.3,         276.5
Connecticut,   2614000,         878,          25,          64,,         238,         551,      31658,       9526,      18712,       3420,          33.6,           1.0,           2.4,,           9.1,          21.1,       1211.1,         364.4,         715.8,         130.8
Delaware,     458000,         318,          20,          27,,         124,         147,       9343,       2711,       5885,         747,          69.4,           4.4,           5.9,,          27.1,          32.1,       2040.0,         591.9,       1284.9,         163.1
District of Columbia,     763956,       4491,          88,         100,,       1348,       2955,      17093,       4902,       9732,       2459,         587.9,          11.5,          13.1,,         176.4,         386.8,       2237.4,         641.7,       1273.9,         321.9
Florida,   5222000,      11376,         477,         398,,       3746,       6755,     117144,      37627,      70655,       8862,         217.8,           9.1,           7.6,,          71.7,         129.4,       2243.3,         720.5,       1353.0,         169.7
Georgia,   3987000,       6269,         400,         380,,       1129,       4360,      53445,      17439,      29746,       6260,         157.2,          10.0,           9.5,,          28.3,         109.4,       1340.5,         437.4,         746.1,         157.0
Hawaii,     657000,         161,          15,          25,,          70,          51,      16410,       3909,      10498,       2003,          24.5,           2.3,           3.8,,          10.7,           7.8,       2497.7,         595.0,       1597.9,         304.9
Idaho,     684000,         222,          14,          44,,          64,         100,      12516,       2203,       9540,         773,          32.5,           2.0,           6.4,,           9.4,          14.6,       1829.8,         322.1,       1394.7,         113.0
Illinois,  10258000,      37156,         492,       1767,,      20977,      13920,     213602,      60204,     117006,      36392,         362.2,           4.8,          17.2,,         204.5,         135.7,       2082.3,         586.9,       1140.6,         354.8
Indiana,   4711000,       4044,         192,         250,,       1829,       1773,      72871,      22162,      42379,       8330,          85.8,           4.1,           5.3,,          38.8,          37.6,       1546.8,         470.4,         899.6,         176.8
Iowa,   2779000,         643,          36,          81,,         291,         235,      29392,       6356,      21096,       1940,          23.1,           1.3,           2.9,,          10.5,           8.5,       1057.6,         228.7,         759.1,          69.8
Kansas,   2194000,       1282,          41,         118,,         460,         663,      29918,       7275,      20763,       1880,          58.4,           1.9,           5.4,,          21.0,          30.2,       1363.6,         331.6,         946.4,          85.7
Kentucky,   3076000,       2907,         201,         146,,       1085,       1475,      34003,      11271,      19402,       3330,          94.5,           6.5,           4.7,,          35.3,          48.0,       1105.4,         366.4,         630.8,         108.3
Louisiana,   3321000,       4508,         211,         267,,       1476,       2554,      37217,      11180,      20404,       5633,         135.7,           6.4,           8.0,,          44.4,          76.9,       1120.7,         336.6,         614.4,         169.6
Maine,     992000,         334,          16,          58,,          87,         173,      10725,       2969,       7002,         754,          33.7,           1.6,           5.8,,           8.8,          17.4,       1081.1,         299.3,         705.8,          76.0
Maryland,   3188000,       4959,         143,         262,,       1330,       3224,      52106,      12348,      33461,       6297,         155.6,           4.5,           8.2,,          41.7,         101.1,       1634.4,         387.3,       1049.6,         197.5
Massachusetts,   5234000,       2777,          77,         291,,       1066,       1343,      73783,      19683,      39885,      14215,          53.1,           1.5,           5.6,,          20.4,          25.7,       1409.7,         376.1,         762.0,         271.6
Michigan,   7954000,      16499,         326,       1092,,       6441,       8640,     197630,      57647,     125964,      14019,         207.4,           4.1,          13.7,,          81.0,         108.6,       2484.7,         724.8,       1583.7,         176.3
Minnesota,   3470000,       1505,          34,          94,,         951,         426,      48865,      13225,      30971,       4669,          43.4,           1.0,           2.7,,          27.4,          12.3,       1408.2,         381.1,         892.5,         134.6
Mississippi,   2215000,       2274,         229,         129,,         345,       1571,      13942,       4703,       7928,       1311,         102.7,          10.3,           5.8,,          15.6,          70.9,         629.4,         212.3,         357.9,          59.2
Missouri,   4378000,       7266,         223,         578,,       3637,       2828,      82563,      26782,      48430,       7351,         166.0,           5.1,          13.2,,          83.1,          64.6,       1885.9,         611.7,       1106.2,         167.9
Montana,     682000,         457,          17,          48,,         173,         219,      13327,       2857,       8947,       1523,          67.0,           2.5,           7.0,,          25.4,          32.1,       1954.1,         418.9,       1311.9,         223.3
Nebraska,   1431000,         586,          34,          47,,         234,         271,      17756,       3730,      12372,       1654,          41.0,           2.4,           3.3,,          16.4,          18.9,       1240.8,         260.7,         864.6,         115.6
Nevada,     299000,         549,          21,          24,,         317,         187,      10276,       2724,       6136,       1416,         183.6,           7.0,           8.0,,         106.0,          62.5,       3436.8,         911.0,       2052.2,         473.6
New Hampshire,     621000,          89,           4,          19,,          21,          45,       4912,       1573,       2884,         455,          14.3,            .6,           3.1,,           3.4,           7.2,         791.0,         253.3,         464.4,          73.3
New Jersey,   6244000,       6682,         153,         458,,       2371,       3700,      89375,      29329,      47145,      12901,         107.0,           2.5,           7.3,,          38.0,          59.3,       1431.4,         469.7,         755.0,         206.6
New Mexico,     983000,       1278,          67,         127,,         381,         703,      20273,       4357,      13744,       2172,         130.0,           6.8,          12.9,,          38.8,          71.5,       2062.4,         443.2,       1398.2,         221.0
North Carolina,   4614000,       9275,         424,         336,,         694,       7821,      45657,      13485,      28029,       4143,         201.0,           9.2,           7.3,,          15.0,         169.5,         989.5,         292.3,         607.5,          89.8
North Dakota,     640000,         160,           6,          33,,          68,          53,       5557,       1286,       3822,         449,          25.0,            .9,           5.2,,          10.6,           8.3,         868.3,         200.9,         597.2,          70.2
Ohio,   9876000,       7986,         306,         554,,       3914,       3212,     148406,      39677,      96682,      12047,          80.9,           3.1,           5.6,,          39.6,          32.5,       1502.7,         401.8,         979.0,         122.0
Oklahoma,   2360000,       2437,         119,         286,,         817,       1215,      43592,      12586,      26513,       4493,         103.3,           5.0,          12.1,,          34.6,          51.5,       1847.1,         533.3,       1123.4,         190.4
Oregon,   1799000,       1242,          48,         138,,         626,         430,      34758,       7276,      24983,       2499,          69.0,           2.7,           7.7,,          34.8,          23.9,       1932.1,         404.4,       1388.7,         138.9
Pennsylvania,  11468000,      11223,         298,         841,,       4094,       5990,     108895,      36391,      58729,      13775,          97.9,           2.6,           7.3,,          35.7,          52.2,         949.6,         317.3,         512.1,         120.1
Rhode Island,     867000,         372,           9,          15,,         115,         233,      15895,       3937,       9781,       2177,          42.9,           1.0,           1.7,,          13.3,          26.9,       1833.3,         454.1,       1128.1,         251.1
South Carolina,   2407000,       3318,         280,         224,,         501,       2313,      34857,      11524,      20504,       2829,         137.8,          11.6,           9.3,,          20.8,          96.1,       1448.2,         478.8,         851.8,         117.5
South Dakota,     690000,         245,          12,          42,,          61,         130,       7612,       1655,       5323,         634,          35.5,           1.7,           6.1,,           8.8,          18.8,       1103.2,         239.9,         771.4,          91.9
Tennessee,   3615000,       3910,         290,         242,,       1100,       2278,      41967,      16702,      20234,       5031,         108.2,           8.0,           6.7,,          30.4,          63.0,       1160.9,         462.0,         559.7,         139.2
Texas,   9788000,      15441,         788,         932,,       3042,      10679,     192869,      56814,     120707,      15348,         157.8,           8.1,           9.5,,          31.1,         109.1,       1970.5,         580.4,       1233.2,         156.8
Utah,     916000,         451,          16,          62,,         186,         187,      18759,       3558,      13575,       1626,          49.2,           1.7,           6.8,,          20.3,          20.4,       2047.9,         388.4,       1482.0,         177.5
Vermont,     395000,          79,           6,          36,,          16,          21,       3147,       1324,       1489,         334,          20.0,           1.5,           9.1,,           4.1,           5.3,         796.7,         335.2,         377.0,          84.6
Virginia,   4059000,       7555,         349,         414,,       1065,       5727,      64296,      17201,      41626,       5469,         186.1,           8.6,          10.2,,          26.2,         141.1,       1584.0,         423.8,       1025.5,         134.7
Washington,   2902000,       1687,          63,         180,,         902,         542,      63065,      13694,      44450,       4921,          58.1,           2.2,           6.2,,          31.1,          18.7,       2173.2,         471.9,       1531.7,         169.6
West Virginia,   1850000,       1167,          82,          81,,         216,         788,      11085,       4396,       5426,       1263,          63.1,           4.4,           4.4,,          11.7,          42.6,         599.2,         237.6,         293.3,          68.3
Wisconsin,   4022000,       1268,          63,         101,,         361,         743,      46669,       9021,      34197,       3451,          31.5,           1.6,           2.5,,           9.0,          18.5,       1160.3,         224.3,         850.2,          85.8
Wyoming,     338000,         288,          11,          12,,         121,         144,       6358,       1226,       4747,         385,          85.2,           3.3,           3.6,,          35.8,          42.6,       1881.1,         362.7,       1404.4,         113.9
United States-Total, 182992000,     289390,       8740,      17220,,     106670,     156760,   3198600,     949600,   1913000,     336000,         158.1,           4.8,           9.4,,          58.3,          85.7,       1747.9,         518.9,       1045.4,         183.6

		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"United States-Total - "
 
,,"The 168 murder and nonnegligent homicides that occurred as a result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City in 1995 are included in the national estimate." 
,,"The 2,823 murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in the national estimates."  
 
,,"Alabama - "
 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"Delaware - "
 
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate." 
,,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide."  
 
,,"District of Columbia - "
 
,,"1999-2008 District of Columbia data include reports from the Zoological Police" 
,,"2002-2008 data include reports from the Metro Transit Police" 
,,"2012 data includes offenses reported by the Zoological Police and the Metro Transit Police."  
 
,,"Florida - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies."  
 
,,"Illinois - "
 
,,"The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006." 
,,"For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimation procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois." 
,,"For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable state estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process."  
 
,,"Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates."
  
 
,,"Kansas - "
 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates. " 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1994.  State totals were generated using only the valid crime rates for the West North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide valid 1994 state totals which were then updated using 1995 crime trends for the West North Central Division.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division."  
 
,,"Kentucky - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.  " 
,,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate. " 
,,"The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals"  
 
,,"Maine - The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
  
 
,,"Michigan - The state UCR Program was unable to provide 1993 forcible rape figures in accordance with UCR guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
  
 
,,"Minnesota - "
 
,,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."  
 
,,"Montana - "
 
,,"The state UCR Program was unable to provide complete 1994 offense figures in accordance with UCR guidelines.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the Mountain Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  State estimates were computed by updating the previous valid annual totals using the 1994 versus 1995 percent changes for the Mountain Division." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located." 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located." 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"New Hampshire - "
 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division."  
 
,,"New York - "
 
,,"2012 - because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data."  
 
