Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/


National or state crime in 1962

,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

State,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Alabama,   3358000,       5283,         316,         218,,         754,       3995,      35829,      11722,      21306,       2801,         157.3,           9.4,           6.5,,          22.5,         119.0,       1067.0,         349.1,         634.5,          83.4
Alaska,     246000,         225,          11,          46,,          34,         134,       3849,         865,       2424,         560,          91.5,           4.5,          18.7,,          13.8,          54.5,       1564.6,         351.6,         985.4,         227.6
Arizona,   1509000,       2610,          86,         198,,         851,       1475,      45694,      11693,      28605,       5396,         173.0,           5.7,          13.1,,          56.4,          97.7,       3028.1,         774.9,       1895.6,         357.6
Arkansas,   1823000,       1667,         144,         124,,         400,         999,      18199,       5683,      11169,       1347,          91.4,           7.9,           6.8,,          21.9,          54.8,         998.3,         311.7,         612.7,          73.9
California,  16970000,      39846,         657,       2946,,      15598,      20645,     564451,     158523,     348373,      57555,         234.8,           3.9,          17.4,,          91.9,         121.7,       3326.2,         934.1,       2052.9,         339.2
Colorado,   1907000,       2990,          96,         283,,       1624,         987,      47872,      12988,      28740,       6144,         156.8,           5.0,          14.8,,          85.2,          51.8,       2510.3,         681.1,       1507.1,         322.2
Connecticut,   2597000,         938,          34,          81,,         258,         565,      33798,      10259,      19741,       3798,          36.1,           1.3,           3.1,,           9.9,          21.8,       1301.4,         395.0,         760.1,         146.2
Delaware,     469000,         338,          20,          44,,         140,         134,      10157,       2814,       6479,         864,          72.1,           4.3,           9.4,,          29.9,          28.6,       2165.7,         600.0,       1381.4,         184.2
District of Columbia,     784000,       4750,          91,          82,,       1572,       3005,      17458,       5022,       9855,       2581,         605.9,          11.6,          10.5,,         200.5,         383.3,       2226.8,         640.6,       1257.0,         329.2
Florida,   5459000,      10489,         420,         318,,       3457,       6294,     128028,      40575,      78266,       9187,         192.1,           7.7,           5.8,,          63.3,         115.3,       2345.3,         743.3,       1433.7,         168.3
Georgia,   4100000,       6200,         422,         439,,       1301,       4038,      57160,      18872,      30436,       7852,         151.2,          10.3,          10.7,,          31.7,          98.5,       1394.1,         460.3,         742.3,         191.5
Hawaii,     693000,         256,          20,          17,,         120,          99,      17391,       4485,      10693,       2213,          36.9,           2.9,           2.5,,          17.3,          14.3,       2509.5,         647.2,       1543.0,         319.3
Idaho,     698000,         234,          21,          25,,          63,         125,      13227,       2458,       9939,         830,          33.5,           3.0,           3.6,,           9.0,          17.9,       1895.0,         352.1,       1423.9,         118.9
Illinois,  10146000,      38926,         537,       1884,,      20442,      16063,     219393,      56377,     125306,      37710,         383.7,           5.3,          18.6,,         201.5,         158.3,       2162.4,         555.7,       1235.0,         371.7
Indiana,   4715000,       4191,         167,         289,,       1814,       1921,      80810,      22183,      49473,       9154,          88.9,           3.5,           6.1,,          38.5,          40.7,       1713.9,         470.5,       1049.3,         194.1
Iowa,   2777000,         559,          31,         105,,         238,         185,      31031,       7326,      21668,       2037,          20.1,           1.1,           3.8,,           8.6,           6.7,       1117.4,         263.8,         780.3,          73.4
Kansas,   2219000,       1477,          63,         147,,         480,         787,      33314,       7531,      23514,       2269,          66.6,           2.8,           6.6,,          21.6,          35.5,       1501.3,         339.4,       1059.7,         102.3
Kentucky,   3082000,       2963,         201,         177,,       1122,       1463,      38070,      12809,      21692,       3569,          96.1,           6.5,           5.7,,          36.4,          47.5,       1235.2,         415.6,         703.8,         115.8
Louisiana,   3330000,       4570,         225,         226,,       1298,       2821,      39787,      10891,      22759,       6137,         137.2,           6.8,           6.8,,          39.0,          84.7,       1194.8,         327.1,         683.5,         184.3
Maine,     999000,         277,          14,          28,,          78,         157,      11622,       3073,       7653,         896,          27.7,           1.4,           2.8,,           7.8,          15.7,       1163.4,         307.6,         766.1,          89.7
Maryland,   3191000,       4915,         183,         279,,       1340,       3113,      55410,      12886,      36298,       6226,         154.0,           5.7,           8.7,,          42.0,          97.6,       1736.4,         403.8,       1137.5,         195.1
Massachusetts,   5161000,       3207,          95,         256,,       1331,       1525,      80900,      21181,      44051,      15668,          62.1,           1.8,           5.0,,          25.8,          29.5,       1567.5,         410.4,         853.5,         303.6
Michigan,   7991000,      18106,         275,       1133,,       7710,       8988,     204073,      57641,     130499,      15933,         226.6,           3.4,          14.2,,          96.5,         112.5,       2553.8,         721.3,       1633.1,         199.4
Minnesota,   3475000,       1674,          33,         124,,       1028,         489,      52088,      13312,      33781,       4995,          48.2,            .9,           3.6,,          29.6,          14.1,       1498.9,         383.1,         972.1,         143.7
Mississippi,   2248000,       2079,         164,          96,,         179,       1640,      14830,       5115,       8481,       1234,          92.5,           7.3,           4.3,,           8.0,          73.0,         659.7,         227.5,         377.3,          54.9
Missouri,   4346000,       8059,         241,         548,,       3474,       3796,      92297,      26238,      57277,       8782,         185.4,           5.5,          12.6,,          79.9,          87.3,       2123.7,         603.7,       1317.9,         202.1
Montana,     709000,         390,          15,          52,,         141,         182,      13675,       2941,       9143,       1591,          55.0,           2.1,           7.3,,          19.9,          25.7,       1928.8,         414.8,       1289.6,         224.4
Nebraska,   1484000,         637,          23,          93,,         275,         246,      18536,       3894,      12846,       1796,          42.9,           1.5,           6.3,,          18.5,          16.6,       1249.1,         262.4,         865.6,         121.0
Nevada,     335000,         711,          27,          66,,         357,         261,      11712,       2971,       7054,       1687,         212.2,           8.1,          19.7,,         106.6,          77.9,       3496.1,         886.9,       2105.7,         503.6
New Hampshire,     632000,         178,          15,          22,,          22,         119,       6140,       1781,       3821,         538,          28.2,           2.4,           3.5,,           3.5,          18.8,         971.5,         281.8,         604.6,          85.1
New Jersey,   6245000,       7874,         187,         510,,       2816,       4361,     101025,      31868,      54516,      14641,         126.1,           3.0,           8.2,,          45.1,          69.8,       1617.7,         510.3,         873.0,         234.4
New Mexico,   1020000,       1338,          64,         127,,         419,         728,      21654,       5256,      14109,       2289,         131.2,           6.3,          12.5,,          41.1,          71.4,       2122.9,         515.3,       1383.2,         224.4
North Carolina,   4731000,       9533,         373,         362,,         836,       7962,      48704,      14704,      29642,       4358,         201.5,           7.9,           7.7,,          17.7,         168.3,       1029.5,         310.8,         626.5,          92.1
North Dakota,     642000,         128,           8,          27,,          40,          53,       5999,       1217,       4246,         536,          19.9,           1.2,           4.2,,           6.2,           8.3,         934.4,         189.6,         661.4,          83.5
Ohio,  10097000,       8366,         321,         520,,       3830,       3695,     149733,      40014,      95938,      13781,          82.9,           3.2,           5.2,,          37.9,          36.6,       1482.9,         396.3,         950.2,         136.5
Oklahoma,   2448000,       2478,         126,         182,,         973,       1197,      45959,      12563,      28501,       4895,         101.2,           5.1,           7.4,,          39.7,          48.9,       1877.4,         513.2,       1164.3,         200.0
Oregon,   1864000,       1461,          54,         174,,         714,         519,      36903,       8268,      25871,       2764,          78.4,           2.9,           9.3,,          38.3,          27.8,       1979.8,         443.6,       1387.9,         148.3
Pennsylvania,  11376000,      11856,         311,         946,,       4534,       6065,     117167,      37298,      64359,      15510,         104.2,           2.7,           8.3,,          39.9,          53.3,       1029.9,         327.9,         565.7,         136.3
Rhode Island,     865000,         402,           7,          18,,         108,         269,      16102,       4002,       9788,       2312,          46.5,            .8,           2.1,,          12.5,          31.1,       1861.5,         462.7,       1131.6,         267.3
South Carolina,   2436000,       3012,         247,         172,,         468,       2125,      37835,      12299,      22696,       2840,         123.6,          10.1,           7.1,,          19.2,          87.2,       1553.2,         504.9,         931.7,         116.6
South Dakota,     721000,         279,          24,          42,,          62,         151,       7680,       1843,       5160,         677,          38.7,           3.3,           5.8,,           8.6,          20.9,       1065.2,         255.6,         715.7,          93.9
Tennessee,   3634000,       3767,         220,         241,,       1266,       2040,      46567,      16772,      24049,       5746,         103.7,           6.1,           6.6,,          34.8,          56.1,       1281.4,         461.5,         661.8,         158.1
Texas,  10116000,      15516,         730,         937,,       3192,      10657,     201754,      58017,     126751,      16986,         153.4,           7.2,           9.3,,          31.6,         105.3,       1994.4,         573.5,       1253.0,         167.9
Utah,     967000,         554,          22,          76,,         217,         239,      22005,       4170,      15804,       2031,          57.3,           2.3,           7.9,,          22.4,          24.7,       2275.6,         431.2,       1634.3,         210.0
Vermont,     390000,          57,           1,          24,,          18,          14,       3944,       1461,       2133,         350,          14.6,            .3,           6.2,,           4.6,           3.6,       1011.3,         374.6,         546.9,          89.7
Virginia,   4177000,       7720,         362,         342,,       1070,       5946,      65949,      18034,      42551,       5364,         184.8,           8.7,           8.2,,          25.6,         142.4,       1578.9,         431.7,       1018.7,         128.4
Washington,   3006000,       1913,          74,         189,,         912,         738,      68238,      14695,      48212,       5331,          63.6,           2.5,           6.3,,          30.3,          24.6,       2270.1,         488.9,       1603.9,         177.3
West Virginia,   1773000,       1146,          66,          75,,         273,         732,      12097,       3837,       6996,       1264,          64.6,           3.7,           4.2,,          15.4,          41.3,         682.3,         216.4,         394.6,          71.3
Wisconsin,   4092000,       1174,          37,          98,,         348,         691,      47038,       8757,      34041,       4240,          28.7,            .9,           2.4,,           8.5,          16.9,       1149.5,         214.0,         831.9,         103.6
Wyoming,     365000,         156,          12,          28,,          51,          65,       5711,       1038,       4177,         496,          42.7,           3.3,           7.7,,          14.0,          17.8,       1564.7,         284.4,       1144.4,         135.9
United States-Total, 185771000,     301510,       8530,      17550,,     110860,     164570,   3450700,     994300,   2089600,     366800,         162.3,           4.6,           9.4,,          59.7,          88.6,       1857.5,         535.2,       1124.8,         197.4

		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"United States-Total - "
 
,,"The 168 murder and nonnegligent homicides that occurred as a result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City in 1995 are included in the national estimate." 
,,"The 2,823 murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in the national estimates."  
 
,,"Alabama - "
 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"Delaware - "
 
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate." 
,,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide."  
 
,,"District of Columbia - "
 
,,"1999-2008 District of Columbia data include reports from the Zoological Police" 
,,"2002-2008 data include reports from the Metro Transit Police" 
,,"2012 data includes offenses reported by the Zoological Police and the Metro Transit Police."  
 
,,"Florida - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies."  
 
,,"Illinois - "
 
,,"The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006." 
,,"For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimation procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois." 
,,"For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable state estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process."  
 
,,"Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates."
  
 
,,"Kansas - "
 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates. " 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1994.  State totals were generated using only the valid crime rates for the West North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide valid 1994 state totals which were then updated using 1995 crime trends for the West North Central Division.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division."  
 
,,"Kentucky - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.  " 
,,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate. " 
,,"The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals"  
 
,,"Maine - The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
  
 
,,"Michigan - The state UCR Program was unable to provide 1993 forcible rape figures in accordance with UCR guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
  
 
,,"Minnesota - "
 
,,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."  
 
,,"Montana - "
 
,,"The state UCR Program was unable to provide complete 1994 offense figures in accordance with UCR guidelines.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the Mountain Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  State estimates were computed by updating the previous valid annual totals using the 1994 versus 1995 percent changes for the Mountain Division." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located." 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located." 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"New Hampshire - "
 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division."  
 
,,"New York - "
 
,,"2012 - because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data."  
 
